intro,address,recomm_score,recomm_reason,name,full_address,gps,longitude,latitude,short_intro,level
江都自在公园位于江都区长江路515号，是一个集自然风光、运动健身、休闲娱乐为一体的综合性公园。公园总面积19万平方米，其中成片林地面积达15万平方米，是江都的“城市绿肺”和“森林氧吧”。园内新栽乔木、灌木40余种约4000株，草本、木本花卉40余种约11万平方米，设有足球场、篮球场、羽毛球场、乒乓球场等球类健身场所和“森呼吸”健身步道、慢步道、健身器材、健身广场、儿童乐园等运动设施和场地，为市民提供了锻炼、休闲的好去处。,江苏省扬州市江都区长江路515号,4,江都自在公园是一个非常适合休闲和运动的公园。园内绿树成荫，花草繁茂，环境优美，空气清新。同时，公园内设施完善，有各种球类场地和健身器材，适合各年龄段的人群前来健身、娱乐。虽然公园内文化元素较少，但作为城市生态休闲公园，其自然景观和运动设施已足够吸引人。综合来说，推荐指数为4分。,江都自在公园,江苏省扬州市江都区长江路515号，江都自在公园,"119.573403,32.417607",119.573403,32.417607,江都自在公园位于江都区长江路515号，是一个集自然风光、运动健身、休闲娱乐为一体的综合性公园。公园总面积19万平方米，其中成片林地面积达15万平方米，是江都的“城市绿肺”和“森林氧吧”。园内新栽乔木、灌木40余种约4000株，草本、木本花卉40余种约11万平方米，设有足球场、篮球场、羽毛球场、乒乓球场等球类健身场所和“森呼吸”健身步道、慢步道、健身器材、健身广场、儿童乐园等运动设施和场地，为市民提供了锻炼、休闲的好去处。,A级景区
临泽兴隆当典位于高邮市临泽镇，是清代中期的建筑，是高邮乡镇发现当典遗存之一。相传建于清代中期，其房屋布局结构一直未作较大改动，有近2/3的房屋基本完整。2010年被公布为高邮市文物保护单位，2019年被公布为第八批省级江苏省文物保护单位。,江苏省高邮市临泽镇,3,临泽兴隆当典历史悠久，具有较高的历史文化价值。虽然其外观并不出众，且保存状况一般，但作为当典遗存之一，它具有一定的历史和文化价值。因此，我们给予3分的推荐分数。,临泽兴隆当典,江苏省高邮市临泽镇，临泽兴隆当典,"119.589261,33.037261",119.589261,33.037261,临泽兴隆当典位于高邮市临泽镇，是清代中期的建筑，是高邮乡镇发现当典遗存之一。相传建于清代中期，其房屋布局结构一直未作较大改动，有近2/3的房屋基本完整。2010年被公布为高邮市文物保护单位，2019年被公布为第八批省级江苏省文物保护单位。,全部景点
华氏园为江苏省文物保护单位，位于斗鸡场2、4号，是华氏盐商住宅，建于清代晚期。该建筑体量较大，正门在斗鸡场4号，后至马坊巷6号。整个建筑群分中、东、西三路，正门为中路、东西各有一火巷与东、西建筑相连。东路第一进三间一厅，已改造，难辨旧貌。第二进为四间花厅，旧有水池一方；第三进、第四进为砖木结构二层小楼。第三进小楼为上下四开间，第四进为五开间小楼，与中路正房相连。中路西路中四进为三间两厢式住宅群，前后以天井相连。中路后一小庭院，连接L形座西朝东，座北朝南各三间小平房。东路后进为小庭院，庭院东南角有飞檐漏窗方亭，向北残存黄山假山，假山北二层三开间砖木结构小楼一座。2008年修缮，现为特色客栈组成部分。扬州钱币馆2007年陈展于东关街306号胡仲涵故居内。照厅内有“铸钱史”和“考古发现”图片展；有银行界人物图片展；正厅内有钱庄复原陈列，以蜡像人物和家俱、柜台等陈设，再现了当年钱庄场景。2014年移建至华氏园内。,江苏省扬州市斗鸡场2、4号,4,华氏园是一处历史悠久的建筑群，具有较高的文化价值和建筑美学价值。园内建筑错落有致，庭院相连，体现了中国传统建筑的风格和特点。此外，园内还有扬州钱币馆的陈展，对于了解中国钱币历史和银行发展具有一定的意义。因此，推荐指数为4分。,华氏园,江苏省扬州市斗鸡场2、4号，华氏园,"119.443682,32.396756",119.443682,32.396756,华氏园为江苏省文物保护单位，位于斗鸡场2、4号，是华氏盐商住宅，建于清代晚期。该建筑体量较大，正门在斗鸡场4号，后至马坊巷6号。整个建筑群分中、东、西三路，正门为中路、东西各有一火巷与东、西建筑相连。东路第一进三间一厅，已改造，难辨旧貌。第二进为四间花厅，旧有水池一方；第三进、第四进为砖木结构二层小楼。第三进小楼为上下四开间，第四进为五开间小楼，与中路正房相连。中路西路中四进为三间两厢式住宅群，前后以天井相连。中路后一小庭院，连接L形座西朝东，座北朝南各三间小平房。东路后进为小庭院，庭院东南角有飞檐漏窗方亭，向北残存黄山假山，假山北二层三开间砖木结构小楼一座。2008年修缮，现为特色客栈组成部分。扬州钱币馆2007年陈展于东关街306号胡仲涵故居内。照厅内有“铸钱史”和“考古发现”图片展；有银行界人物图片展；正厅内有钱庄复原陈列，以蜡像人物和家俱、柜,省级文物
瘦西湖二十四桥，是扬州市文物保护单位，也是瘦西湖的标志性景点。二十四桥以其清丽俊爽的画面，迷蒙空幻的意境，浪漫悠扬的情调拨动了无数文人墨客的心弦。整座桥是用汉白玉砌成的单孔拱形石桥，处处都与“二十四”对应。桥上雕饰明月图案，秀丽典雅。景区占地约7公顷，为一组古典园林建筑群，整个景区在体现“两堤花柳全依水，一路楼台直到山”的意境中起着承前启后的作用。站在二十四桥处，可以看见熙春台，绿色琉璃瓦覆顶，朱红色的门窗，颜色出挑又不失古雅。除了熙春台，望春楼、玲珑花界也是二十四桥附近的景点。,扬州市邗江区大虹桥路28号瘦西湖风景区内,4,二十四桥以其清丽俊爽的画面，迷蒙空幻的意境，浪漫悠扬的情调拨动了无数文人墨客的心弦。整座桥是用汉白玉砌成的单孔拱形石桥，处处都与“二十四”对应。桥上雕饰明月图案，秀丽典雅。景区占地约7公顷，为一组古典园林建筑群，整个景区在体现“两堤花柳全依水，一路楼台直到山”的意境中起着承前启后的作用。,瘦西湖二十四桥,扬州市邗江区大虹桥路28号瘦西湖风景区内，瘦西湖二十四桥,"119.423935,32.404352",119.423935,32.404352,瘦西湖二十四桥，是扬州市文物保护单位，也是瘦西湖的标志性景点。二十四桥以其清丽俊爽的画面，迷蒙空幻的意境，浪漫悠扬的情调拨动了无数文人墨客的心弦。整座桥是用汉白玉砌成的单孔拱形石桥，处处都与“二十四”对应。桥上雕饰明月图案，秀丽典雅。景区占地约7公顷，为一组古典园林建筑群，整个景区在体现“两堤花柳全依水，一路楼台直到山”的意境中起着承前启后的作用。站在二十四桥处，可以看见熙春台，绿色琉璃瓦覆顶，朱红色的门窗，颜色出挑又不失古雅。除了熙春台，望春楼、玲珑花界也是二十四桥附近的景点。,市级文物
邵伯保卫战烈士陵园位于邵伯镇邵伯湖畔，是纪念在邵伯保卫战中英勇牺牲的革命烈士而修建的。这里不仅是一个爱国主义教育基地，更是一个缅怀先烈、传承红色文化的地方。园内高16.3米的烈士纪念碑，三面铭刻着原新四军苏中军区政委、全国人大原副委员长陈丕显题写的“邵伯保卫战革命烈士永垂不朽”。昔日的大王庙改建成邵伯保卫战纪念馆，陈列了部分战士的遗物。邵伯保卫战烈士陵园1993年被江都县委、县政府命名为“江都县爱国主义教育基地”。,江苏省扬州市江都区邵伯镇邵伯湖畔,4,邵伯保卫战烈士陵园是一个具有历史意义和教育意义的地方。这里不仅见证了邵伯保卫战的壮烈战斗，也展现了革命先烈的英勇事迹。园内环境优美，建筑庄严肃穆，是一个缅怀先烈、传承红色文化的好去处。此外，这里也是一个很好的爱国主义教育基地，可以让我们更好地了解历史，珍惜和平。因此，我给予这个景点4分的推荐分。,邵伯保卫战烈士陵园,江苏省扬州市江都区邵伯镇邵伯湖畔，邵伯保卫战烈士陵园,"119.505178,32.523724",119.505178,32.523724,邵伯保卫战烈士陵园位于邵伯镇邵伯湖畔，是纪念在邵伯保卫战中英勇牺牲的革命烈士而修建的。这里不仅是一个爱国主义教育基地，更是一个缅怀先烈、传承红色文化的地方。园内高16.3米的烈士纪念碑，三面铭刻着原新四军苏中军区政委、全国人大原副委员长陈丕显题写的“邵伯保卫战革命烈士永垂不朽”。昔日的大王庙改建成邵伯保卫战纪念馆，陈列了部分战士的遗物。邵伯保卫战烈士陵园1993年被江都县委、县政府命名为“江都县爱国主义教育基地”。,红色景点
华夏琴筝艺术博物馆位于扬州槐泗工业园内，展示馆面积720平方米，是扬州市首家民办琴筝艺术博物馆。这里收藏了众多高端复制品，包括古琴和古筝。在古琴馆中，你可以看到从曾候乙墓中出土的十弦琴等珍贵的古琴。古筝馆则展示了从二千五百年前的“五弦筑”到现代的各地筝类乐器，让人感受到中国传统音乐的魅力。,扬州槐泗工业园内,4,华夏琴筝艺术博物馆是一座非常有特色的博物馆，它不仅收藏了众多的古琴和古筝，还展示了这些乐器的历史和文化背景。这里的展示也非常精美，让人能够深入了解中国传统音乐文化。此外，博物馆还提供了琴筝制作和教学的服务，可以让更多的人了解和接触中国传统音乐文化。因此，我非常推荐大家来华夏琴筝艺术博物馆参观。,扬州华夏琴筝艺术博物馆,扬州槐泗工业园内，扬州华夏琴筝艺术博物馆,"119.443017,32.464533",119.443017,32.464533,华夏琴筝艺术博物馆位于扬州槐泗工业园内，展示馆面积720平方米，是扬州市首家民办琴筝艺术博物馆。这里收藏了众多高端复制品，包括古琴和古筝。在古琴馆中，你可以看到从曾候乙墓中出土的十弦琴等珍贵的古琴。古筝馆则展示了从二千五百年前的“五弦筑”到现代的各地筝类乐器，让人感受到中国传统音乐的魅力。,博物馆
望春楼，这座被誉为江南园林之典范的建筑，现已成为全国重点文物保护单位。以其独特的风格和精致的建筑，望春楼展示了南方之秀的魅力。楼下南北两间分别为水院、山庭，将山水之美巧妙地引入室内，令人宛如置身于自然之中。当您登上望春楼，可以欣赏到壮丽的景色，感受那份宁静与和谐。,XX市XX区XX路XX号,4,望春楼具有悠久的历史和丰富的文化内涵。其独特的建筑风格和精美的园林景观使其成为旅游者必游之地。此外，望春楼还承载着许多历史典故，让游客在欣赏美景的同时，也能感受到历史的厚重。因此，我们给予望春楼4分的推荐分数，强烈推荐游客前来一游。,望春楼,XX市XX区XX路XX号，望春楼,"121.514198,29.887053",121.514198,29.887053,望春楼，这座被誉为江南园林之典范的建筑，现已成为全国重点文物保护单位。以其独特的风格和精致的建筑，望春楼展示了南方之秀的魅力。楼下南北两间分别为水院、山庭，将山水之美巧妙地引入室内，令人宛如置身于自然之中。当您登上望春楼，可以欣赏到壮丽的景色，感受那份宁静与和谐。,全国文物
小流芳巷徽州会馆位于扬州市，是清代时期的建筑，坐北朝南，现存门房、二道仪门及大厅筑，建筑面积293.9平方米。第一进门房面阔三间、进深七檩，门房前原有高大门楼，上嵌“徽国文公祠”石额。第二进为仪门门房，仪门为砖刻门楼，匾墙上开光如意纹内，雕刻福、禄、寿三星图案，其下有春、夏、秋、冬四季图案。第三进大厅面阔三间、进深七檩，前有卷棚，天井三面有抄手披廊。在小流芳巷北端嵌有一块石质“新安 恭善堂界碑”，是当时徽州会馆的西北界。,扬州市小流芳巷,4,小流芳巷徽州会馆保存完好，具有较高的历史价值和文化内涵。其建筑风格独特，雕刻精美，展示了徽州文化和扬州市的历史风貌。因此，推荐指数为4分。,小流芳巷徽州会馆,扬州市小流芳巷，小流芳巷徽州会馆,"119.451358,32.387787",119.451358,32.387787,小流芳巷徽州会馆位于扬州市，是清代时期的建筑，坐北朝南，现存门房、二道仪门及大厅筑，建筑面积293.9平方米。第一进门房面阔三间、进深七檩，门房前原有高大门楼，上嵌“徽国文公祠”石额。第二进为仪门门房，仪门为砖刻门楼，匾墙上开光如意纹内，雕刻福、禄、寿三星图案，其下有春、夏、秋、冬四季图案。第三进大厅面阔三间、进深七檩，前有卷棚，天井三面有抄手披廊。在小流芳巷北端嵌有一块石质“新安 恭善堂界碑”，是当时徽州会馆的西北界。,市级文物
弥陀巷吴氏住宅，位于扬州市弥陀巷，是清代民居，坐北朝南，分三条轴线，建筑面积550平方米。东轴为客座与厨房，已改建。中轴为书房与客厅，客厅面阔三间，进深五檩，部分槅扇保存。西轴为住宅前后两进，皆面阔三间，进深七檩，前有天井，两侧厢房。为清光绪年间“扬州三狂士”之一吴恩棠住宅。,弥陀巷,3,弥陀巷吴氏住宅具有一定的历史文化价值，作为文物保护单位，它见证了扬州的历史变迁。此外，该景点是扬州传统文化和建筑的代表之一，对于了解扬州的历史和文化具有重要意义。虽然其外观较为普通，但它的历史价值和文化内涵是值得游客前去参观的。,弥陀巷吴氏住宅,弥陀巷，弥陀巷吴氏住宅,"115.411705,38.899788",115.411705,38.899788,弥陀巷吴氏住宅，位于扬州市弥陀巷，是清代民居，坐北朝南，分三条轴线，建筑面积550平方米。东轴为客座与厨房，已改建。中轴为书房与客厅，客厅面阔三间，进深五檩，部分槅扇保存。西轴为住宅前后两进，皆面阔三间，进深七檩，前有天井，两侧厢房。为清光绪年间“扬州三狂士”之一吴恩棠住宅。,市级文物
怡庐位于扬州市区嵇家湾，是民国初年钱业经纪人黄益之所建，扬州叠石名家余继之设计的园林建筑。这座园林占地460平方米，坐北朝南，大门东向，分为前后两个院落。园中建筑和景致十分精美，有花厅、游廊、宣石假山、丛桂等，营造出一种幽静雅致的氛围。怡庐是扬州市文物保护单位，曾经过整修，现已对外开放供市民或游客参观。,扬州市嵇家湾,4,怡庐作为扬州市的文保单位，历史底蕴深厚，建筑和景致精美，具有观赏和研究的价值。同时，它也融入了现代的整修和开放，让更多人能够领略到它的魅力。因此，怡庐值得推荐。,怡庐,扬州市嵇家湾，怡庐,"119.436322,32.393543",119.436322,32.393543,怡庐位于扬州市区嵇家湾，是民国初年钱业经纪人黄益之所建，扬州叠石名家余继之设计的园林建筑。这座园林占地460平方米，坐北朝南，大门东向，分为前后两个院落。园中建筑和景致十分精美，有花厅、游廊、宣石假山、丛桂等，营造出一种幽静雅致的氛围。怡庐是扬州市文物保护单位，曾经过整修，现已对外开放供市民或游客参观。,省级文物
吴王夫差广场是扬州建城2500周年城庆的重要项目之一，位于官河和邗沟河交汇的西北侧，占地面积约6000平方米。广场以吴王夫差为主题，寓意邗沟开凿及大运河的贯通铸就扬州的繁荣昌盛。,扬州市广陵区官河和邗沟河交汇的西北侧,4,吴王夫差广场具有深厚的历史文化底蕴，展现了扬州作为运河之都在整条运河的历史、经济、文化方面的中心地位。同时，广场的现代设计与传统文化元素的完美结合，使其具有较高的观赏价值。因此，我推荐游客前来参观。,吴王夫差广场,扬州市广陵区官河和邗沟河交汇的西北侧，吴王夫差广场,"119.449124,32.417266",119.449124,32.417266,吴王夫差广场是扬州建城2500周年城庆的重要项目之一，位于官河和邗沟河交汇的西北侧，占地面积约6000平方米。广场以吴王夫差为主题，寓意邗沟开凿及大运河的贯通铸就扬州的繁荣昌盛。,全部景点
宝应学宫位于江苏宝应县安宜镇小新桥25号，是江苏省文物保护单位。学宫始建于南宋嘉定年间，历经多次重建和增建，到清代中叶已成为一组规模宏大的古代建筑群。宝应学宫的建筑格局保留了中国古代学宫的基本特征，而单体建筑却独具特色，具有浓郁的地方特征。学宫周围环境优美，古建筑和环境融为一体，相得益彰。大成殿和明伦堂等建筑保留完好，其中大成殿于1992年重新修缮，是宝应学宫中最具代表性的建筑之一。,江苏省宝应县安宜镇小新桥25号,4,宝应学宫是一个历史悠久的文化景点，具有丰富的历史信息和深厚的文化内涵。学宫的建筑保留了中国古代学宫的基本特征，同时又具有浓郁的地方特色。虽然部分建筑在战乱中毁圮，但大成殿等重要建筑保存完好，值得一看。此外，宝应学宫周围环境优美，与古建筑融为一体，让人感受到一种独特的文化氛围。因此，我给予宝应学宫4分的推荐分。,宝应学宫,江苏省宝应县安宜镇小新桥25号，宝应学宫,"119.310546,33.231219",119.310546,33.231219,宝应学宫位于江苏宝应县安宜镇小新桥25号，是江苏省文物保护单位。学宫始建于南宋嘉定年间，历经多次重建和增建，到清代中叶已成为一组规模宏大的古代建筑群。宝应学宫的建筑格局保留了中国古代学宫的基本特征，而单体建筑却独具特色，具有浓郁的地方特征。学宫周围环境优美，古建筑和环境融为一体，相得益彰。大成殿和明伦堂等建筑保留完好，其中大成殿于1992年重新修缮，是宝应学宫中最具代表性的建筑之一。,省级文物
双峰云栈是瘦西湖二十四景之一，它名字的含义来自于蜀冈的东峰与中峰之间，悬于半空中的栈道。在双峰云栈的景致中，有听泉楼、露香亭、环绿阁等名胜，其美景胜处在蜀冈中、东两峰之间，猿扳蛇折，百步百降，如龙游千里，双角昂霄。中有瀑布三级，飞琼溅雪，汹涌澎湃。下临石壁，屹立千尺。在2013年8月18日，双峰云栈开始建设，2014年4月建成并向社会开放。,扬州市邗江区瘦西湖风景名胜区,4,双峰云栈是一个历史悠久的景点，具有丰富的文化和自然景观。其悬于半空中的栈道和三级瀑布让人印象深刻。此外，该景点还有许多古建筑和典故，为游客提供了丰富的历史文化体验。因此，我给予双峰云栈4分的推荐分数。,双峰云栈,扬州市邗江区瘦西湖风景名胜区，双峰云栈,"119.418054,32.411468",119.418054,32.411468,双峰云栈是瘦西湖二十四景之一，它名字的含义来自于蜀冈的东峰与中峰之间，悬于半空中的栈道。在双峰云栈的景致中，有听泉楼、露香亭、环绿阁等名胜，其美景胜处在蜀冈中、东两峰之间，猿扳蛇折，百步百降，如龙游千里，双角昂霄。中有瀑布三级，飞琼溅雪，汹涌澎湃。下临石壁，屹立千尺。在2013年8月18日，双峰云栈开始建设，2014年4月建成并向社会开放。,全部景点
康大葡萄庄园，位于扬州市枣林湾生态园内，是扬州康大枣林湾生态农庄有限公司的一期工程。庄园由江苏康大无纺有限公司和南京中陆华泰旅游实业有限公司共同投资建设，项目总投资1亿元，注册资本2000万元。庄园占地面积约500亩，位于锦绣大道与枣林路之间、枣林渔村一条街南侧。庄园以“绿色葡萄园、休闲新农庄”为主题特色，主要建设了200亩高档品种葡萄、100亩棚架梨及温室大棚精品瓜果，并配套建设了徽派风格绿色产品销售中心、葡萄景观长廊、70亩高档垂钓区、休闲会所、乡村欢乐世界等项目。庄园可提供集采摘、垂钓、美食、休闲于一体的农业生态旅游服务。,江苏省扬州市仪征市枣林湾生态园,4,康大葡萄庄园是一个集采摘、垂钓、美食、休闲于一体的农业生态旅游胜地。庄园内种植了大量的高档品种葡萄和其他时令水果，这些水果品质优良，口感细腻，非常适合采摘和品尝。此外，庄园内还有徽派风格的绿色产品销售中心和乡村欢乐世界等项目，游客可以在这里购买到优质的农产品和体验到乡村的乐趣。虽然庄园的规模不是很大，但是它能够提供全方位的农业生态旅游服务，是一个非常值得推荐的景点。,康大葡萄庄园,江苏省扬州市仪征市枣林湾生态园，康大葡萄庄园,"119.082999,32.338967",119.082999,32.338967,康大葡萄庄园，位于扬州市枣林湾生态园内，是扬州康大枣林湾生态农庄有限公司的一期工程。庄园由江苏康大无纺有限公司和南京中陆华泰旅游实业有限公司共同投资建设，项目总投资1亿元，注册资本2000万元。庄园占地面积约500亩，位于锦绣大道与枣林路之间、枣林渔村一条街南侧。庄园以“绿色葡萄园、休闲新农庄”为主题特色，主要建设了200亩高档品种葡萄、100亩棚架梨及温室大棚精品瓜果，并配套建设了徽派风格绿色产品销售中心、葡萄景观长廊、70亩高档垂钓区、休闲会所、乡村欢乐世界等项目。庄园可提供集采摘、垂钓、美食、休闲于一体的农业生态旅游服务。,全部景点
徐园是一处始建于清代的汉族古代园林建筑，是扬州市文物保护单位。徐园位于江苏省扬州市瘦西湖公园内，是一处小巧精致的园林，以“园中有园”为特色。园内有着黄石迭砌的荷池、曲水、池塘等水景元素，通过水景的巧妙运用，营造出一种幽静、清新的氛围。园内的建筑也十分精美，有着精巧的建筑结构和精湛的雕刻艺术，让人感受到古代汉族劳动人民的智慧和才能。徐园虽然规模不大，但构筑得体，庭院起承转合，错落有致，是瘦西湖景区内一个值得一游的景点。,扬州市邗江区大虹桥路28号瘦西湖景区内,4,徐园是一个历史悠久的园林建筑，具有浓郁的文化底蕴和独特的建筑风格。园内的水景设计十分精美，让人感受到一种幽静、清新的氛围。此外，徐园还是一个重要的文化遗产，对于了解中国古代文化和历史具有重要意义。因此，我给予徐园4分的推荐分数。,徐园,扬州市邗江区大虹桥路28号瘦西湖景区内，徐园,"119.423935,32.404352",119.423935,32.404352,徐园是一处始建于清代的汉族古代园林建筑，是扬州市文物保护单位。徐园位于江苏省扬州市瘦西湖公园内，是一处小巧精致的园林，以“园中有园”为特色。园内有着黄石迭砌的荷池、曲水、池塘等水景元素，通过水景的巧妙运用，营造出一种幽静、清新的氛围。园内的建筑也十分精美，有着精巧的建筑结构和精湛的雕刻艺术，让人感受到古代汉族劳动人民的智慧和才能。徐园虽然规模不大，但构筑得体，庭院起承转合，错落有致，是瘦西湖景区内一个值得一游的景点。,市级文物
甘泉路17号李氏住宅，是扬州市文物保护单位，座落在扬州市甘泉路17号。这座清代民居，房屋规模较大，座南朝北，分东西两路，建筑面积1146.18平方米。东路前后四进，第一、二两进为二屋楼房，面阔五间，天井两侧厢楼；第三、四两进均面阔五间，其后有面阔三间附房一座、六角古井一口。西路前后三进，第一、第二进为对合形式的四合院，均面阔三间；第三进为大厅，面阔三间，前后均有柏木卷棚。原房主李氏，经营商品零售生意。,扬州市甘泉路17号,4,甘泉路17号李氏住宅是扬州市文物保护单位，具有较高的历史价值和文化价值。其建筑规模较大，座南朝北，分东西两路，建筑设计独特。同时，该住宅还承载了丰富的历史信息和文化内涵，是了解扬州清代民居文化的重要场所。因此，我给出4分的推荐分数。,甘泉路17号李氏住宅,扬州市甘泉路17号，甘泉路17号李氏住宅,"119.441210,32.388691",119.44121,32.388691,甘泉路17号李氏住宅，是扬州市文物保护单位，座落在扬州市甘泉路17号。这座清代民居，房屋规模较大，座南朝北，分东西两路，建筑面积1146.18平方米。东路前后四进，第一、二两进为二屋楼房，面阔五间，天井两侧厢楼；第三、四两进均面阔五间，其后有面阔三间附房一座、六角古井一口。西路前后三进，第一、第二进为对合形式的四合院，均面阔三间；第三进为大厅，面阔三间，前后均有柏木卷棚。原房主李氏，经营商品零售生意。,市级文物
龙山风景区位于青山镇的西北处，是扬州地区保存最为完好的原生态地区。景区内景色优美，植被丰富，有桃园、梨园、葡萄园及竹海、枫林等多种植物6000多亩，形成丰富多彩的四季山景。从入口处有一条长200米的水泥路直通天然浴场，占地3000多平方米的天然浴场于1999年正式对外营业。,青山镇西北处,4,龙山风景区环境优美，植被丰富，有各种植物园和丰富的山景。此外，还有一个天然浴场和度假村，可以提供休闲娱乐和住宿服务。虽然该景区没有发生过著名的历史典故，但作为一个自然景观，它仍然是一个值得推荐的景点。,扬州龙山风景区,青山镇西北处，扬州龙山风景区,"119.069902,32.253933",119.069902,32.253933,龙山风景区位于青山镇的西北处，是扬州地区保存最为完好的原生态地区。景区内景色优美，植被丰富，有桃园、梨园、葡萄园及竹海、枫林等多种植物6000多亩，形成丰富多彩的四季山景。从入口处有一条长200米的水泥路直通天然浴场，占地3000多平方米的天然浴场于1999年正式对外营业。,全部景点
王懋竑旧居，位于江苏省扬州市宝应县，是宝应县文物保护单位。这座旧居的历史可以追溯到清朝，是王懋竑的故居。建筑风格独特，具有很高的历史价值。在这里，你可以欣赏到清朝时期的建筑风格和装饰艺术，感受到历史的厚重。此外，这里还是了解王懋竑这位历史人物的重要场所。王懋竑是一位著名的学者和官员，他在清朝时期做出了许多卓越的贡献。在这座旧居里，你可以深入了解他的生平和事迹，领略他的卓越才华和人格魅力。,江苏省扬州市宝应县,4,王懋竑旧居具有较高的历史价值和人文价值，是了解清朝时期宝应县历史文化的重要场所。此外，这里还是感受王懋竑这位历史人物生平和事迹的理想场所。虽然这座旧居可能不如一些著名的旅游景点那样知名，但它的历史和文化价值仍然非常高，值得游客前来一探究竟。,王懋竑旧居,江苏省扬州市宝应县，王懋竑旧居,"119.360729,33.240392",119.360729,33.240392,王懋竑旧居，位于江苏省扬州市宝应县，是宝应县文物保护单位。这座旧居的历史可以追溯到清朝，是王懋竑的故居。建筑风格独特，具有很高的历史价值。在这里，你可以欣赏到清朝时期的建筑风格和装饰艺术，感受到历史的厚重。此外，这里还是了解王懋竑这位历史人物的重要场所。王懋竑是一位著名的学者和官员，他在清朝时期做出了许多卓越的贡献。在这座旧居里，你可以深入了解他的生平和事迹，领略他的卓越才华和人格魅力。,文物古迹
大桥镇宝源钱庄，位于扬州市大桥镇，是扬州市文物保护单位。这座建筑曾经是杨氏家族创立的宝源钱庄，经营汇兑和存放业务，但解放前夕关闭。建筑共有七进，均面阔三间，小瓦屋面。第二进为二层砖木楼，第三进进深七檩，前有卷棚，卷棚上有刻花。建筑规模较大，保存较好，对研究扬州地区民国时期商业建筑具有重要价值。,扬州市大桥镇,4,大桥镇宝源钱庄是扬州市文物保护单位，具有较高的历史价值和文化内涵。建筑规模较大，保存较好，对研究扬州地区民国时期商业建筑具有重要价值。此外，该景点外观较好，能够让人领略到扬州古镇的风貌和历史氛围。,大桥镇宝源钱庄,扬州市大桥镇，大桥镇宝源钱庄,"119.703134,32.356633",119.703134,32.356633,大桥镇宝源钱庄，位于扬州市大桥镇，是扬州市文物保护单位。这座建筑曾经是杨氏家族创立的宝源钱庄，经营汇兑和存放业务，但解放前夕关闭。建筑共有七进，均面阔三间，小瓦屋面。第二进为二层砖木楼，第三进进深七檩，前有卷棚，卷棚上有刻花。建筑规模较大，保存较好，对研究扬州地区民国时期商业建筑具有重要价值。,市级文物
杭集牙刷博物馆，位于中国江苏省扬州市邗江区杭集镇，是全球唯一的以牙刷命名的特色产业文化博物馆。这里展示了牙刷制作技艺的历史演变和杭集特色牙刷产业的辉煌历程，包括数百个知名品牌和代表当今牙刷业最高水平的杭集系列牙刷产品。此外，还设有地方工业品展览馆，陈列了杭集镇的特色产业代表产品。,扬州市邗江区杭集镇,5,杭集牙刷博物馆是一个独特的博物馆，不仅展示了牙刷制作技艺的历史和现代发展，还展示了杭集镇的特色产业。馆内陈列丰富，参观价值极高。作为中国唯一的以牙刷命名的博物馆，它无疑是一个值得一游的地方。,杭集牙刷博物馆,扬州市邗江区杭集镇，杭集牙刷博物馆,"119.542726,32.375105",119.542726,32.375105,杭集牙刷博物馆，位于中国江苏省扬州市邗江区杭集镇，是全球唯一的以牙刷命名的特色产业文化博物馆。这里展示了牙刷制作技艺的历史演变和杭集特色牙刷产业的辉煌历程，包括数百个知名品牌和代表当今牙刷业最高水平的杭集系列牙刷产品。此外，还设有地方工业品展览馆，陈列了杭集镇的特色产业代表产品。,博物馆
大羊肉巷王氏住宅，是扬州第四批文物保护单位之一。这座住宅是清曲名家王万清的故居，他在这里总结了自己的艺术实践和演唱经验，留下了宝贵的文化遗产。这座住宅座北朝南，前后二厅，均为面阔三间两厢，保存基本完好。在这里，你可以感受到扬州传统建筑的韵味和文化底蕴。,大羊肉巷4号,4,大羊肉巷王氏住宅具有较高的历史文化价值，是扬州清曲的重要遗产。其建筑风格和内部装饰均体现了扬州传统建筑的特色。此外，这里还是扬州文化的重要载体，是了解扬州历史文化的好去处。因此，我们给予4分的推荐。,大羊肉巷王氏住宅,大羊肉巷4号，大羊肉巷王氏住宅,"119.442590,32.387374",119.44259,32.387374,大羊肉巷王氏住宅，是扬州第四批文物保护单位之一。这座住宅是清曲名家王万清的故居，他在这里总结了自己的艺术实践和演唱经验，留下了宝贵的文化遗产。这座住宅座北朝南，前后二厅，均为面阔三间两厢，保存基本完好。在这里，你可以感受到扬州传统建筑的韵味和文化底蕴。,市级文物
